@relation citibike_discretized-8bins-eqwidth-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute dayinyear numeric
@attribute hour numeric
@attribute TemperatureF numeric
@attribute 'Dew PointF' numeric
@attribute Humidity numeric
@attribute 'Sea Level PressureIn' numeric
@attribute VisibilityMPH numeric
@attribute 'Wind SpeedMPH' numeric
@attribute 'Gust SpeedMPH' numeric
@attribute PrecipitationIn numeric
@attribute Events=Fog-Rain numeric
@attribute Events=Rain numeric
@attribute Events=Snow numeric
@attribute Events=Fog-Snow numeric
@attribute Events=Fog numeric
@attribute 'Conditions=Mostly Cloudy' numeric
@attribute Conditions=Overcast numeric
@attribute 'Conditions=Light Rain' numeric
@attribute 'Conditions=Heavy Rain' numeric
@attribute 'Conditions=Scattered Clouds' numeric
@attribute Conditions=Clear numeric
@attribute 'Conditions=Partly Cloudy' numeric
@attribute Conditions=Rain numeric
@attribute Conditions=Haze numeric
@attribute Conditions=Unknown numeric
@attribute 'Conditions=Light Snow' numeric
@attribute Conditions=Snow numeric
@attribute 'Conditions=Heavy Snow' numeric
@attribute 'Conditions=Light Freezing Rain' numeric
@attribute Conditions=Fog numeric
@attribute numtrips {'\'(-inf-550.375]\'','\'(550.375-1099.75]\'','\'(1099.75-1649.125]\'','\'(1649.125-2198.5]\'','\'(2198.5-2747.875]\'','\'(2747.875-3297.25]\'','\'(3297.25-3846.625]\'','\'(3846.625-inf)\''}

@data
0.667582,0.043478,0.19334,0.195652,0.333333,0.795322,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.667582,0.173913,0.171858,0.217391,0.425287,0.783626,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.667582,0.304348,0.216971,0.263043,0.436782,0.783626,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.667582,0.434783,0.290011,0.283696,0.333333,0.766082,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.667582,0.913043,0.344791,0.381522,0.425287,0.666667,1,0,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.67033,0.043478,0.344791,0.327174,0.321839,0.625731,1,0.315068,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.67033,0.217391,0.344791,0.36087,0.37931,0.584795,1,0.210046,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.67033,0.434783,0.365199,0.370652,0.367816,0.596491,1,0,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.67033,0.913043,0.335124,0.348913,0.37931,0.561404,1,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.673077,0,0.301826,0.33913,0.425287,0.561404,1,0.369863,0.052174,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.673077,0.130435,0.226638,0.36087,0.678161,0.584795,0.102041,0.420091,?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(-inf-550.375]\''
0.673077,0.26087,0.19334,0.207609,0.356322,0.625731,1,0.630137,0.1,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.673077,0.434783,0.183673,0.195652,0.356322,0.660819,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.673077,0.565217,0.183673,0.165217,0.287356,0.654971,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.673077,0.695652,0.19334,0.165217,0.275862,0.684211,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.673077,0.956522,0.162191,0.165217,0.333333,0.748538,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.675824,0.043478,0.129968,0.131522,0.321839,0.754386,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.675824,0.173913,0.09667,0.131522,0.390805,0.766082,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.675824,0.304348,0.108485,0.18587,0.494253,0.795322,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.675824,0.521739,0.216971,0.217391,0.333333,0.754386,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.675824,0.652174,0.258861,0.175,0.195402,0.725146,1,0,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.675824,1,0.268528,0.195652,0.218391,0.707602,1,0.159817,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.678571,0.086957,0.258861,0.18587,0.206897,0.678363,1,0,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.678571,0.217391,0.258861,0.217391,0.264368,0.690058,1,0.159817,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.678571,0.478261,0.355532,0.263043,0.195402,0.701754,1,0.159817,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.678571,1,0.238453,0.293478,0.45977,0.812865,1,0.474886,0.1,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.681319,0.086957,0.183673,0.241304,0.45977,0.847953,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.681319,0.217391,0.129968,0.175,0.413793,0.888889,1,0.525114,0.1,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.681319,0.478261,0.24812,0.195652,0.241379,0.906433,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.681319,0.956522,0.24812,0.251087,0.344828,0.847953,1,0.420091,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.684066,0.043478,0.24812,0.315217,0.494253,0.812865,1,0.369863,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.684066,0.173913,0.258861,0.370652,0.609195,0.766082,1,0.474886,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.684066,0.434783,0.301826,0.413043,0.609195,0.71345,1,0.420091,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.684066,0.913043,0.344791,0.48913,0.724138,0.549708,1,0.315068,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.686813,0,0.355532,0.468478,0.62069,0.497076,1,0.210046,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.686813,0.130435,0.344791,0.468478,0.655172,0.48538,1,0,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.686813,0.26087,0.344791,0.48913,0.724138,0.473684,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.686813,0.869565,0.473684,0.468478,0.356322,0.48538,1,0.315068,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.686813,1,0.419979,0.458696,0.436782,0.491228,0.693878,0,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.68956,0.130435,0.386681,0.436957,0.45977,0.497076,0.897959,0.210046,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.68956,0.26087,0.365199,0.425,0.482759,0.526316,1,0.210046,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.68956,0.391304,0.355532,0.348913,0.333333,0.561404,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.68956,0.956522,0.377014,0.263043,0.172414,0.54386,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.692308,0.043478,0.377014,0.327174,0.264368,0.497076,1,0.210046,0.152174,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.692308,0.173913,0.365199,0.36087,0.344828,0.461988,1,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.692308,0.478261,0.431794,0.403261,0.310345,0.444444,1,0.159817,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.695055,0,0.495166,0.479348,0.344828,0.315789,1,0.315068,0.052174,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.695055,0.130435,0.452202,0.48913,0.436782,0.304094,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.695055,0.26087,0.473684,0.48913,0.402299,0.327485,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.697802,0.043478,0.538131,0.556522,0.413793,0.362573,1,0.159817,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.697802,0.173913,0.483351,0.534783,0.471264,0.315789,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.697802,0.73913,0.516649,0.684783,0.804598,0.035088,0.183673,0.210046,?,0.016949,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.697802,0.956522,0.495166,0.684783,0.873563,0.005848,0.285714,0.369863,?,0.016949,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.700549,0.043478,0.290011,0.370652,0.528736,0.105263,1,0.525114,0.7,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.700549,0.173913,0.183673,0.241304,0.45977,0.187135,1,0.525114,0.6,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.700549,0.434783,0.171858,0.175,0.333333,0.333333,1,0.525114,0.852174,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.700549,0.565217,0.238453,0.217391,0.298851,0.368421,1,0.579909,0.3,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.700549,0.913043,0.205156,0.131522,0.206897,0.567251,1,0.579909,0.4,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.703297,0,0.19334,0.165217,0.275862,0.619883,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.703297,0.130435,0.205156,0.143478,0.218391,0.631579,1,0.420091,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.703297,0.26087,0.216971,0.153261,0.218391,0.666667,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.703297,1,0.419979,0.436957,0.390805,0.502924,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.706044,0.086957,0.452202,0.436957,0.333333,0.450292,1,0.369863,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.706044,0.217391,0.483351,0.468478,0.344828,0.421053,1,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.706044,0.347826,0.483351,0.446739,0.298851,0.421053,1,0.159817,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.706044,1,0.441461,0.425,0.333333,0.555556,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.708791,0.086957,0.377014,0.36087,0.321839,0.590643,1,0.369863,0.1,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.708791,0.217391,0.313641,0.327174,0.37931,0.608187,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.708791,0.347826,0.290011,0.272826,0.310345,0.654971,1,0.26484,0.1,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.708791,0.869565,0.301826,0.217391,0.206897,0.666667,1,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.708791,1,0.301826,0.229348,0.218391,0.631579,1,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.711538,0.086957,0.24812,0.18587,0.229885,0.614035,1,0.630137,0.3,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.711538,0.217391,0.216971,0.18587,0.275862,0.596491,1,0.474886,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.711538,0.478261,0.258861,0.241304,0.298851,0.596491,1,0.474886,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.711538,0.913043,0.313641,0.217391,0.183908,0.619883,1,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.714286,0,0.280344,0.293478,0.367816,0.631579,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.714286,0.130435,0.280344,0.241304,0.264368,0.643275,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.714286,0.26087,0.258861,0.272826,0.367816,0.666667,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.714286,0.956522,0.335124,0.425,0.551724,0.730994,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.717033,0.043478,0.313641,0.436957,0.655172,0.71345,1,0.420091,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.717033,0.173913,0.301826,0.446739,0.712644,0.719298,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.717033,0.695652,0.398496,0.556522,0.758621,0.608187,0.591837,0.369863,?,0.050847,?,?,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.717033,0.913043,0.431794,0.620652,0.873563,0.502924,0.234694,0.474886,0.1,0.084746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.71978,0,0.419979,0.608696,0.873563,0.467836,0.102041,0.159817,?,0.067797,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.71978,0.130435,0.386681,0.586957,0.91954,0.426901,0.285714,0,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.71978,0.26087,0.410311,0.598913,0.873563,0.421053,0.489796,0.159817,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.722527,0,0.398496,0.391304,0.344828,0.497076,1,0.630137,0.352174,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.722527,0.130435,0.386681,0.370652,0.321839,0.502924,1,0.369863,0.2,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.722527,0.26087,0.377014,0.381522,0.367816,0.526316,1,0.210046,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.722527,1,0.419979,0.36087,0.252874,0.590643,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.725275,0.086957,0.410311,0.370652,0.287356,0.573099,1,0.315068,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.725275,0.217391,0.410311,0.446739,0.436782,0.526316,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.725275,0.347826,0.452202,0.544565,0.574713,0.467836,1,0.474886,0.4,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.725275,1,0.431794,0.436957,0.367816,0.555556,1,0,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.728022,0.086957,0.386681,0.425,0.436782,0.561404,1,0.210046,0.2,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.728022,0.217391,0.377014,0.381522,0.367816,0.567251,1,0.474886,0.152174,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.728022,0.347826,0.377014,0.381522,0.367816,0.590643,1,0.26484,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.728022,0.913043,0.301826,0.241304,0.241379,0.608187,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.730769,0,0.24812,0.207609,0.264368,0.637427,1,0.420091,0.2,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.730769,0.130435,0.205156,0.195652,0.310345,0.660819,1,0.474886,0.152174,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.730769,0.26087,0.183673,0.207609,0.37931,0.684211,1,0.369863,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.730769,0.521739,0.290011,0.18587,0.172414,0.666667,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.730769,1,0.268528,0.217391,0.252874,0.654971,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.733516,0.086957,0.24812,0.217391,0.275862,0.643275,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.733516,0.217391,0.258861,0.217391,0.264368,0.637427,1,0,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.733516,0.913043,0.323308,0.370652,0.448276,0.502924,1,0.579909,0.052174,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.736264,0,0.313641,0.36087,0.448276,0.461988,1,0.579909,0.1,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.736264,0.130435,0.323308,0.327174,0.356322,0.426901,1,0.369863,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.736264,0.26087,0.313641,0.327174,0.37931,0.421053,1,0.210046,0.052174,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.736264,0.913043,0.24812,0.195652,0.241379,0.643275,1,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.739011,0,0.226638,0.217391,0.321839,0.701754,1,0.420091,0.1,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.739011,0.130435,0.216971,0.241304,0.37931,0.736842,1,0.579909,0.3,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.739011,0.26087,0.19334,0.229348,0.402299,0.77193,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.741758,0,0.365199,0.381522,0.390805,0.701754,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.741758,0.130435,0.386681,0.458696,0.517241,0.654971,1,0.159817,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.741758,0.26087,0.431794,0.48913,0.482759,0.631579,1,0.210046,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.741758,0.956522,0.603652,0.696739,0.586207,0.584795,1,0.369863,?,0,?,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.744505,0.043478,0.580021,0.696739,0.655172,0.608187,1,0.210046,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.744505,0.173913,0.495166,0.608696,0.632184,0.625731,1,0.26484,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.744505,0.304348,0.495166,0.608696,0.632184,0.654971,1,0.474886,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.744505,0.478261,0.461869,0.632609,0.804598,0.654971,0.591837,0.420091,0,0.016949,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.744505,0.608696,0.441461,0.632609,0.885057,0.625731,0.234694,0.420091,?,0.050847,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.744505,0.73913,0.431794,0.632609,0.91954,0.549708,0.387755,0.630137,0.252174,0.067797,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.744505,0.869565,0.431794,0.620652,0.873563,0.479532,0.387755,0.894977,0.5,0.135593,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.744505,1,0.431794,0.620652,0.873563,0.421053,0.183673,0.840183,0.552174,0.101695,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.747253,0.086957,0.461869,0.66413,0.91954,0.339181,0.234694,0.315068,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.747253,0.26087,0.461869,0.66413,0.91954,0.28655,0.591837,0.369863,?,0.016949,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.747253,0.391304,0.441461,0.642391,0.91954,0.28655,0.285714,0.26484,?,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.747253,0.782609,0.431794,0.598913,0.793103,0.309942,0.163265,0.369863,?,0.033898,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.747253,0.913043,0.398496,0.566304,0.793103,0.339181,0.897959,0.630137,0.3,0,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.75,0,0.377014,0.544565,0.793103,0.374269,0.795918,0.579909,0.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.75,0.130435,0.365199,0.534783,0.804598,0.415205,0.897959,0.420091,?,0.016949,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.75,0.26087,0.355532,0.522826,0.793103,0.450292,0.489796,0.630137,0.2,0.050847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,'\'(-inf-550.375]\''
0.75,0.478261,0.398496,0.501087,0.597701,0.520468,1,0.474886,0.4,?,?,?,?,?,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.752747,0,0.398496,0.436957,0.436782,0.608187,1,0.474886,0.2,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.752747,0.130435,0.386681,0.446739,0.482759,0.608187,1,0.420091,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
0.752747,0.26087,0.377014,0.446739,0.505747,0.625731,1,0.315068,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,'\'(-inf-550.375]\''
